context,question,is_impossible,answers
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",How can getting some sun help prevent psoriasis flare-ups?,False,"['Hot weather usually makes it better, but not always. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first.']"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.","How can avoiding dry, cold weather help prevent psoriasis flare-ups?",False,"[""When you have psoriasis, it's important to follow the advice of your doctor. Hot weather usually makes it better, but not always.""]"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",Should I take care of my skin and scalp when I have psoriasis?,False,"['Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Be especially careful when shaving.']"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",Should I follow a special diet if I have psoriasis?,False,"[""The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.""]"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",Which medications should you avoid to prevent psoriasis flare-ups?,False,"['When you have psoriasis, it\'s important to follow the advice of your doctor. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you\'re using any of these medications, ask your doctor about substitutes. Trauma to the skin can cause a flare, a condition called "" Koebner\'s phenomenon.""']"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",How can using a humidifier help prevent psoriasis flare-ups?,False,"['Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Turn on the humidifier when the air inside your house is dry.']"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",Should I use a humidifier when I have psoriasis?,False,"['Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Turn on the humidifier when the air inside your house is dry.']"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.","If I have psoriasis, should I follow my doctor's advice?",False,"[""It's important to keep your skin moist. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing.""]"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",Can the weather affect my psoriasis?,False,"[""When you have psoriasis, it's important to follow the advice of your doctor. Hot weather usually makes it better, but not always.""]"
"When you have psoriasis, it's important to follow the advice of your doctor. Still, you can do a lot on your own to help control and prevent flare-ups. Symptoms get worse when your skin is dry, so keep it moist with creams and lotions. Thick and oily ones, like petroleum jelly, are usually best. They're better at trapping moisture beneath the skin. To help remove scales, apply cream on top of them, then cover the area with plastic wrap or another waterproof material. Leave it on for a few hours, then remove. Be careful with your skin. Never pick at patches or scales, as you may make your psoriasis worse. Use caution when trimming your nails. If you cut yourself, it might make symptoms flare. If you have psoriasis on your scalp, rub your topical treatments -- such as tar shampoos -- into your scalp. Regular bathing with soothing products, such as tar solutions, may bring relief, too. Climate can have a big effect on psoriasis. For many people, cold, dry weather makes symptoms worse. Hot weather usually makes it better, but not always. It's important to keep your skin moist. Turn on the humidifier when the air inside your house is dry. Let your doctor know about all the medications you take, even over-the-counter ones. Ask if they could affect your psoriasis. Drugs that are known to make things worse include: Lithium , used to treat psychiatric disorders Propranolol and possibly other beta-blockers, which are prescribed for heart conditions Quinidine ( Cardioquin or Quinidex), medications for heart arrhythmias If you're using any of these medications, ask your doctor about substitutes. It's extra important for people with psoriasis to avoid bumps and cuts. Trauma to the skin can cause a flare, a condition called "" Koebner's phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing. The ultraviolet rays in sunlight slow the growth of skin cells, so getting moderate doses of sun is good. But make it brief -- about 20 minutes or so at a time. And use sunscreen. Sunburn can trigger psoriasis, and it raises your risk of skin cancer. Some medications can make your skin more sensitive to ultraviolet rays, so talk to your doctor first. Although it hasn't been proven, many people link flare-ups to stress. So, try to relieve your anxiety. That may be easier said than done, but you can try relaxation techniques like meditation or yoga, for starters. The connection between alcohol and psoriasis isn't clear, but some think it can worsen symptoms, especially in men. Alcohol can be dangerous if you're using certain psoriasis drugs, so check with your doctor. Although no studies have shown a link between diet and psoriasis, experts recommend that people with the condition eat a well-balanced diet that's high in fruits and vegetables. Some people say their symptoms improve when they remove dairy or gluten. Exercise may also help. Some studies show excess weight can trigger flares, so stay at a healthy weight.",Can skin injuries cause a psoriasis flare-up?,False,"['It\'s important to keep your skin moist. Trauma to the skin can cause a flare, a condition called "" Koebner\'s phenomenon."" Infections can also cause problems. Be especially careful when shaving. Avoid acupuncture, tattoos, and do your best to prevent insect bites and chafing.']"
"With so many over-the-counter ( OTC) allergy products in the store, it can be hard to know which one to take. Or do you need a prescription? Both prescribed and OTC drugs are regulated by the FDA to ensure that they're safe and effective when you follow the directions. But all medications have side effects. Some medications can cause problems when you're taking other medicines, too. Given all the options and things to consider, it's best to work with your doctor or allergy specialist to figure out whether an OTC or prescription medication is right for you. You'll want to tell them about your symptoms and any medicines you've tried in the past. You don't need a prescription to buy OTC medicine. For the medications that you think of as prescription, you do. Sometimes, the same drug comes in both OTC and prescription versions. The difference is often the strength. For example, hydrocortisone can treat skin reactions including itching and redness. If you're bothered by an insect bite, you can get an OTC cream or spray with a concentration of 1% or less. But for a more severe reaction like eczema, your doctor may prescribe 2.5% hydrocortisone cream or ointment. In other cases, a prescription medication works in a different way than what you can buy over the counter. If you have hay fever, you can treat the sneezing and stuffy, itchy nose with an OTC antihistamine such as cetirizine ( Zyrtec), fexofenadine ( Allegra), or loratadine ( Claritin). These block chemicals called histamines, which your body releases when your allergy is triggered. Or your doctor could prescribe a medication like montelukast ( Singulair), which blocks a different chemical so your body won't react as much. Another difference might be how long it takes for you to feel better. Those OTC antihistamines typically start working in about an hour, but it may be a couple of days before the prescription really kicks in. Most OTC medicines, including antihistamines and nasal steroids, are safe to use as directed for as long as your symptoms last, but there are some exceptions. Don't use a decongestant nasal spray for more than 3 days unless your doctor says to. It could stop working and make your stuffiness worse. Talk to your doctor about other potential risks. One study found a link between dementia and using high doses of some OTC antihistamines for many years, such as diphenhydramine ( Benadryl). When your allergies could be life-threatening or get in the way of living your life, you should see a specialist, called an allergist. You may need a prescription if your allergy symptoms are: Several months out of the year Causing a stuffy nose, trouble breathing, or sinus infections that won't go away Affecting your day-to-day activities Not controlled by OTC medications, or those medicines cause unpleasant side effects If you're taking a prescription medicine for your allergies, ask your doctor before you also take an OTC medication, especially an antihistamine, for those same symptoms. Using some medicines together can cause more side effects or even set off a dangerous reaction. Tell your doctor about everything you take: all the pain relievers, remedies, vitamins, and supplements, too. Your doctor might also write a prescription for an OTC medicine so that it's covered by your health insurance. You'll need to check the rules for your plan -- your copay and your flexible spending account or your health savings account -- to figure out what's going to cost less. Kids may be able to use the same OTC products as adults, but in smaller doses. Follow the directions on the label. Some OTC medicines are made specifically for children, like antihistamine syrups and chewable tablets. Call your child's doctor or check with a pharmacist if you have any questions.",When do you need a prescription to buy over-the-counter (OTC) allergy medicines?,False,"[""You don't need a prescription to buy OTC medicine. For the medications that you think of as prescription, you do. Sometimes, the same drug comes in both OTC and prescription versions. The difference is often the strength. For example, hydrocortisone can treat skin reactions including itching and redness. If you're bothered by an insect bite, you can get an OTC cream or spray with a concentration of 1% or less. But for a more severe reaction like eczema, your doctor may prescribe 2.5% hydrocortisone cream or ointment.""]"
