url,id,question,answers,is_impossible
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-should-you-get-some-sun-to-take-care-of-your-psoriasis,5156258725d4b9ca6c6263292aff9fef,How should you get some sun to take care of your psoriasis?,"[{'text': ""But stick with it. Use a sunscreen that contains zinc oxide and has an SPF of 30 or higher on areas that don't have psoriasis. Limit how much sun you get. Twenty minutes a day 3 days a week is a good start. Talk to your doctor first, though."", 'answer_span': [19, 22, 23, 24, 25], 'answer_start': None, 'answer_starts': [[1134, 18], [1306, 107], [1414, 27], [1442, 51], [1494, 34]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/should-i-get-some-sun-if-i-have-psoriasis,724e055a0c3a1778653d535a41662284,Can sunlight help with psoriasis?,"[{'text': ""But stick with it. Use a sunscreen that contains zinc oxide and has an SPF of 30 or higher on areas that don't have psoriasis. Limit how much sun you get. Twenty minutes a day 3 days a week is a good start. Talk to your doctor first, though."", 'answer_span': [19, 22, 23, 24, 25], 'answer_start': None, 'answer_starts': [[1134, 18], [1306, 107], [1414, 27], [1442, 51], [1494, 34]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-is-cyclosporine-neoral-for-the-treatment-of-moderate-to-severe-psoriasis,45e12d0cbcfe77cce9d91daab584f30f,What is cyclosporine (Neoral) for the treatment of moderate to severe psoriasis?,"[{'text': 'Cyclosporine What it is: Cyclosporine ( Neoral) is used to prevent organ rejection in transplant patients. It is also approved for treating psoriasis.', 'answer_span': [52, 53], 'answer_start': 4317, 'answer_starts': [[4317, 106], [4424, 43]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-vitamin-a-derivatives-for-the-treatment-of-moderate-to-severe-psoriasis,6b4fe1d1793d258c1ac9b69f00dd8e82,What are vitamin A derivatives for the treatment of moderate to severe psoriasis?,"[{'text': 'Vitamin A Derivatives What it is: A man-made form of vitamin A.', 'answer_span': [81], 'answer_start': 6914, 'answer_starts': [[6914, 63]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-is-apremilast-otezla-for-the-treatment-of-moderate-to-severe-psoriasis,d096ad4e733cea72930506d260242056,What is apremilast (Otezla) for the treatment of moderate to severe psoriasis?,"[{'text': 'Apremilast ( Otezla) What it is: An oral drug approved to treat psoriatic arthritis and plaque psoriasis in adults.', 'answer_span': [86], 'answer_start': 7498, 'answer_starts': [[7498, 115]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-does-methotrexate-treat-moderate-or-severe-psoriasis,9c87d22d5f908efa1c1cfae636333128,How does methotrexate treat moderate or severe psoriasis?,"[{'text': 'How it works: Methotrexate slows the rate of skin cell growth. Methotrexate can be given by pill, liquid, or injection.', 'answer_span': [59, 60], 'answer_start': 4910, 'answer_starts': [[4910, 62], [4973, 56]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-is-biologic-treatment-used-to-treat-moderate-or-severe-psoriasis,d545c4ebdc0c658cd45fde8625a6123d,How is biologic treatment used to treat moderate or severe psoriasis?,"[{'text': 'How it works: Biologics block immune cells that are involved in psoriasis. These drugs are given by a shot or by an IV infusion.', 'answer_span': [66, 67], 'answer_start': 5640, 'answer_starts': [[5640, 74], [5715, 53]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-types-of-ultraviolet-b-therapy-for-moderate-to-severe-psoriasis,0d400bd93e2f9ec77fc2a57588e13cf8,What are the types of ultraviolet B therapy for moderate to severe psoriasis?,"[{'text': 'This releases a narrow band of ultraviolet light to target small areas of the skin.', 'answer_span': [29], 'answer_start': 2738, 'answer_starts': [[2738, 83]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-puva-therapy-photochemotherapy-for-moderate-to-severe-psoriasis,a94367c760cd7227c181040f3a043f6c,What are the side effects of PUVA therapy (photochemotherapy) for moderate to severe psoriasis?,"[{'text': 'Side effects can include skin irritation, redness, a burning or itching sensation, blisters, dry skin, sunburn, and a higher risk for skin cancer.', 'answer_span': [33], 'answer_start': 2974, 'answer_starts': [[2974, 146]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-does-apremilast-otezla-work-for-the-treatment-of-moderate-to-severe-psoriasis,c156b8af7ed0c7feb897f3546293c8c4,How does apremilast (Otezla) work for the treatment of moderate to severe psoriasis?,"[{'text': 'How it works: Apremilast is an inhibitor of phosphodiesterase-4 ( PDE-4), which controls inflammation within a cell.', 'answer_span': [87], 'answer_start': 7614, 'answer_starts': [[7614, 116]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-methotrexate-for-the-treatment-of-moderate-to-severe-psoriasis,a20eabb889067f040f8a6f32aca319aa,What are the side effects of methotrexate for the treatment of moderate to severe psoriasis?,"[{'text': 'Side effects can include nausea, vomiting, fatigue, headache, lightheadedness, easy bruising and bleeding, fever, mouth ulcers, trouble sleeping, sensitivity to sunlight, hair loss, dry cough, shortness of breath, stomach pain, a blistering or peeling rash, blood in your pee or poop, peeing less often, and liver damage. Pregnant women are at risk of having a baby with birth defects while taking this drug.', 'answer_span': [61, 62], 'answer_start': 5030, 'answer_starts': [[5030, 321], [5352, 86]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-is-apremilast-used-to-treat-moderate-or-severe-psoriasis,20511f7dcd4456ff8ce03ed9cb05fdff,How is apremilast used to treat moderate or severe psoriasis?,"[{'text': 'How it works: Apremilast is an inhibitor of phosphodiesterase-4 ( PDE-4), which controls inflammation within a cell.', 'answer_span': [87], 'answer_start': 7614, 'answer_starts': [[7614, 116]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-will-doctors-treat-severe-psoriasis,fa42b20b1f721150fa48568d495699ef,How will doctors treat severe psoriasis?,"[{'text': 'If you have very severe psoriasis, you may need to take more than one of these drugs at a time. Sometimes adding ultraviolet light or sunlight to a psoriasis pill, injection, or cream can help it work better.', 'answer_span': [11, 12], 'answer_start': 1201, 'answer_starts': [[1201, 95], [1297, 112]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-biologics-used-to-treat-moderate-or-severe-psoriasis,bc3a7f406dffb42e9f5d51b366597a64,What are the side effects of biologics used to treat moderate or severe psoriasis?,"[{'text': 'Side effects can include swelling or rash where the shot went in, increased risk for infections including tuberculosis, and cancers such as lymphoma and nonmelanoma skin cancer. You will need to be tested for tuberculosis while taking a biologic drug. You will also need to have regular blood tests to check your number of immune blood cells.', 'answer_span': [77, 78, 79], 'answer_start': 6568, 'answer_starts': [[6568, 177], [6746, 73], [6820, 90]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-biologic-drugs-are-used-to-treat-moderate-or-severe-psoriasis,6a2343ebfc0b7e2ea871bc901dadbcfd,What biologic drugs are used to treat moderate or severe psoriasis?,"[{'text': 'Biologic drugs include: Ixekizumab ( Taltz) and secukinumab ( Cosentyx). These are antibodies that bind to interleukin-17 A, a protein that is involved in inflammation. Guselkumab ( Tremfya) and risankizumab-rzaa ( SKYRIZI). These medicationsselectively block interleukin-23 ( IL-23) and are given by injection. Tumor necrosis factor-alpha blockers, including adalimumab ( Humira), etanercept ( Enbrel), and infliximab ( Remicade). These drugs block a chemical messenger of the immune system called TNF-alpha. People with psoriasis have too much of this substance, which causes inflammation. Ustekinumab ( Stelara). This drug blocks cytokines in the body called interleukin-12 and interleukin-23, which are thought to promote the increased growth rate of skin cells and inflammation from psoriasis.', 'answer_span': [68, 69, 70, 71, 72, 73, 74, 75, 76], 'answer_start': 5769, 'answer_starts': [[5769, 72], [5842, 95], [5938, 55], [5994, 86], [6081, 119], [6201, 77], [6279, 81], [6361, 23], [6385, 182]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-will-my-doctor-determine-my-treatment-for-psoriasis,a7278bac1c3b720528618794025452c9,How will my doctor determine my treatment for psoriasis?,"[{'text': 'Your doctor will also consider these things when helping you choose a treatment: The type of psoriasis you have How much psoriasis affects your life Your health Treatment costs to you Your doctor may use the Koo- Menter Psoriasis Instrument to help decide which treatment you need. This one-page tool asks questions to find out how much psoriasis is affecting your life.', 'answer_span': [7, 8], 'answer_start': 631, 'answer_starts': [[631, 281], [913, 88]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-are-other-immunosuppressives-used-to-treat-moderate-to-severe-psoriasis,8fadd48bbfd6a4af9e79090f7f00a8a7,How are other immunosuppressives used to treat moderate to severe psoriasis?,"[{'text': 'Other Immunosuppressives There are a few drugs that slow down the immune response and may be used in selected cases, but are used â\x80\x9coff-labelâ\x80\x9d ( They are not FDA approved for psoriasis or psoriatic arthritis). They include azathioprine, hydroxyurea, and 6-thioguanine.', 'answer_span': [94, 95], 'answer_start': 8101, 'answer_starts': [[8101, 212], [8314, 58]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-cyclosporine-neoral-for-the-treatment-of-moderate-to-severe-psoriasis,15557d7f0faa4f54cd07a6b27f40c459,What are the side effects of cyclosporine (Neoral) for the treatment of moderate to severe psoriasis?,"[{'text': 'Side effects can include skin irritation, redness, a burning or itching sensation, blisters, dry skin, sunburn, and a higher risk for skin cancer.', 'answer_span': [33], 'answer_start': 2974, 'answer_starts': [[2974, 146]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-is-methotrexate-for-the-treatment-of-moderate-to-severe-psoriasis,ffd655e4c27a94ecd59a261ee168822f,What is methotrexate for the treatment of moderate to severe psoriasis?,"[{'text': 'Methotrexate What it is: A drug that was first used to treat cancer.', 'answer_span': [58], 'answer_start': 4841, 'answer_starts': [[4841, 68]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-ultraviolet-b-therapy-for-moderate-to-severe-psoriasis,6b164598e86b587fefaf6ac9e1f715d6,What are the side effects of ultraviolet B therapy for moderate to severe psoriasis?,"[{'text': ""Side effects can include nausea (from oral psoralens), itching, redness, burns, blisters, freckles or aged skin, cataracts if you don't wear sunglasses, and a higher risk for skin cancer, including melanoma."", 'answer_span': [40], 'answer_start': 3496, 'answer_starts': [[3496, 207]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-is-puva-therapy-photochemotherapy-for-moderate-to-severe-psoriasis,da9c8397ed93eca2aecf47291f881d8e,What is PUVA therapy (photochemotherapy) for moderate to severe psoriasis?,"[{'text': 'PUVA Therapy ( Photochemotherapy) What it is: You use a medicine called psoralen, which makes your skin more sensitive to light. Then you are exposed to ultraviolet A ( UVA) light.', 'answer_span': [35, 36], 'answer_start': 3124, 'answer_starts': [[3124, 128], [3253, 51]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-is-apremilast,18b15a677cc4c0cc02cee97474120c9c,What is apremilast?,"[{'text': 'Apremilast ( Otezla) What it is: An oral drug approved to treat psoriatic arthritis and plaque psoriasis in adults.', 'answer_span': [86], 'answer_start': 7498, 'answer_starts': [[7498, 115]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-treatments-are-used-for-moderate-to-severe-psoriasis,6090605c255a5dd45bdb34a16c273fda,What treatments are used for moderate to severe psoriasis?,"[{'text': 'Even though everyone with psoriasis is different, doctors have a few standard treatments that they try in people with moderate to severe psoriasis. These include: Light therapy (phototherapy) Medications that suppress your immune system or target specific immune responses linked to psoriasis These treatments aim to slow down the rapid skin cell growth in psoriasis. They can also help smooth out scaly skin and reduce inflammation.', 'answer_span': [13, 14, 15], 'answer_start': 1410, 'answer_starts': [[1410, 147], [1558, 219], [1778, 65]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-do-biologic-treatments-for-moderate-to-severe-psoriasis-work,c1724dc9ff5eb8e2d5fb008c78e3f5b3,How do biologic treatments for moderate to severe psoriasis work?,"[{'text': 'How it works: Biologics block immune cells that are involved in psoriasis. These drugs are given by a shot or by an IV infusion.', 'answer_span': [66, 67], 'answer_start': 5640, 'answer_starts': [[5640, 74], [5715, 53]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-is-ultraviolet-b-therapy-for-moderate-to-severe-psoriasis,f81af9e9413194fa4df1233aaaffb84a,What is ultraviolet B therapy for moderate to severe psoriasis?,"[{'text': ""Ultraviolet B ( UVB) Therapy What it is: Ultraviolet B ( UVB) therapy uses the same type of ultraviolet radiation found in sunlight. It's used to treat psoriasis that doesn't respond to creams and lotions."", 'answer_span': [22, 23], 'answer_start': 2254, 'answer_starts': [[2254, 132], [2387, 72]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-does-ultraviolet-b-therapy-for-moderate-to-severe-psoriasis-work,4ac119568f7a9ea57393c38991723ca1,How does ultraviolet B therapy for moderate to severe psoriasis work?,"[{'text': ""How it works: Your body is exposed to UVB light from a light box in a doctor's office or at home. The UVB light goes into your skin and slows skin cell growth."", 'answer_span': [24, 25], 'answer_start': 2460, 'answer_starts': [[2460, 97], [2558, 61]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-biologic-treatments-for-moderate-to-severe-psoriasis,61fc2ab9d4ca7ac95b3fcb1490bf3eec,What are the side effects of biologic treatments for moderate to severe psoriasis?,"[{'text': 'Side effects can include swelling or rash where the shot went in, increased risk for infections including tuberculosis, and cancers such as lymphoma and nonmelanoma skin cancer. You will need to be tested for tuberculosis while taking a biologic drug. You will also need to have regular blood tests to check your number of immune blood cells.', 'answer_span': [77, 78, 79], 'answer_start': 6568, 'answer_starts': [[6568, 177], [6746, 73], [6820, 90]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-is-moderate-to-severe-psoriasis,68700807444a2be75e37a2c659e95d41,What is moderate to severe psoriasis?,"[{'text': 'Moderate psoriasis covers 3% to 10% of your body. Severe psoriasis covers more than 10% of your body or is on sensitive areas like your face, palms, soles, or skin folds.', 'answer_span': [1, 2], 'answer_start': 105, 'answer_starts': [[105, 49], [155, 120]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-does-laser-treatment-for-moderate-to-severe-psoriasis-work,f9ca76deb0fd3ce40125654e82b61059,How does laser treatment for moderate to severe psoriasis work?,"[{'text': 'How it works: A thin beam of light targets psoriasis without affecting nearby skin.', 'answer_span': [43], 'answer_start': 3777, 'answer_starts': [[3777, 83]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-vitamin-a-derivatives-used-to-treat-moderate-or-severe-psoriasis,1d9d65c74d297ee9c4a33cf42122d617,What are the side effects of vitamin A derivatives used to treat moderate or severe psoriasis?,"[{'text': 'There are two types of vitamin A: Acitretin in a pill ( Soriatane) Tazarotene in a cream, gel, or foam ( Avage, Fabior, Tazorac) Side effects can include hair loss; thin nails; dry mouth, eyes, and skin; bleeding gums; nosebleeds; headache; joint or muscle pain; increased levels of fat in the blood; and sensitivity to sunlight.', 'answer_span': [83], 'answer_start': 7047, 'answer_starts': [[7047, 329]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-other-immunosuppressives-are-used-to-treat-moderate-or-severe-psoriasis,7751f515ca6fd2dcdbc20b08835bc084,What other immunosuppressives are used to treat moderate or severe psoriasis?,"[{'text': 'Other Immunosuppressives There are a few drugs that slow down the immune response and may be used in selected cases, but are used â\x80\x9coff-labelâ\x80\x9d ( They are not FDA approved for psoriasis or psoriatic arthritis). They include azathioprine, hydroxyurea, and 6-thioguanine.', 'answer_span': [94, 95], 'answer_start': 8101, 'answer_starts': [[8101, 212], [8314, 58]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-factors-will-my-doctor-consider-in-choosing-a-treatment-for-moderate-or-severe-psoriasis,6b4c2743a6841b33f5cf6d2d09d86c8c,What factors will my doctor consider in choosing a treatment for moderate or severe psoriasis?,"[{'text': 'Your doctor will also consider these things when helping you choose a treatment: The type of psoriasis you have How much psoriasis affects your life Your health Treatment costs to you Your doctor may use the Koo- Menter Psoriasis Instrument to help decide which treatment you need.', 'answer_span': [7], 'answer_start': 631, 'answer_starts': [[631, 281]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-apremilast-used-to-treat-moderate-or-severe-psoriasis,25b735838c164cb41806955a953c97fa,What are the side effects of apremilast used to treat moderate or severe psoriasis?,"[{'text': ""Side effects include diarrhea, nausea, and headache. These side effects may stop with continued treatment. In studies, a small number of people stopped taking Apremilast because of an adverse reaction. Some participants also had unexplained weight loss. It's recommended that those taking the drug have their weight checked regularly and be monitored for depression."", 'answer_span': [88, 89, 90, 91, 92], 'answer_start': 7731, 'answer_starts': [[7731, 52], [7784, 53], [7838, 94], [7933, 51], [7985, 112]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-does-ultraviolet-b-therapy-treat-psoriasis,19ce517cd5248c9865e349e75a2238ca,How does ultraviolet B therapy treat psoriasis?,"[{'text': ""How it works: Your body is exposed to UVB light from a light box in a doctor's office or at home. The UVB light goes into your skin and slows skin cell growth."", 'answer_span': [24, 25], 'answer_start': 2460, 'answer_starts': [[2460, 97], [2558, 61]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-is-cyclosporine-used-to-treat-moderate-or-severe-psoriasis,3417f115c4ec5249354bddde661d2fae,How is cyclosporine used to treat moderate or severe psoriasis?,"[{'text': 'How it works: It suppresses the immune system and slows the growth of certain immune cells. Cyclosporine is given by capsule or liquid.', 'answer_span': [54, 55], 'answer_start': 4468, 'answer_starts': [[4468, 91], [4560, 43]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-side-effects-of-laser-treatments-for-psoriasis,fa8051e9f8744be0f7b04853b2d0dfdb,What are the side effects of laser treatments for psoriasis?,"[{'text': 'Side effects can include redness, blistering, bruising, or scarring.', 'answer_span': [48], 'answer_start': 4060, 'answer_starts': [[4060, 68]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-types-of-laser-treatments-for-moderate-to-severe-psoriasis,76e232b2e9d73353cada4b7301e1b782,What are the types of laser treatments for moderate to severe psoriasis?,"[{'text': 'Laser types: Excimer laser.', 'answer_span': [44], 'answer_start': 3861, 'answer_starts': [[3861, 27]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/what-are-the-treatments-for-moderate-to-severe-psoriasis,4247f7c40e51e6ea3d3d21e0ad68b43e,What are the treatments for moderate to severe psoriasis?,"[{'text': 'Even though everyone with psoriasis is different, doctors have a few standard treatments that they try in people with moderate to severe psoriasis. These include: Light therapy (phototherapy) Medications that suppress your immune system or target specific immune responses linked to psoriasis These treatments aim to slow down the rapid skin cell growth in psoriasis. They can also help smooth out scaly skin and reduce inflammation.', 'answer_span': [13, 14, 15], 'answer_start': 1410, 'answer_starts': [[1410, 147], [1558, 219], [1778, 65]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/should-pregnant-women-take-vitamin-a-derivatives-to-treat-moderate-or-severe-psoriasis,287fd99960124b42fec2daa6458082e2,Should pregnant women take vitamin A derivatives to treat moderate or severe psoriasis?,"[{'text': 'Women who are pregnant or planning on becoming pregnant should not use these drugs due to serious birth defect risks.', 'answer_span': [84], 'answer_start': 7377, 'answer_starts': [[7377, 117]]}]",FALSE
https://www.webmd.com/skin-problems-and-treatments/psoriasis/qa/how-do-vitamin-a-derivatives-work-in-the-treatment-of-moderate-to-severe-psoriasis,b7f683d679c9c417fe8bf7c5d1e6301b,How do vitamin A derivatives work in the treatment of moderate to severe psoriasis?,"[{'text': 'Methotrexate can be given by pill, liquid, or injection. How it works: These drugs help control how fast skin cells multiply.', 'answer_span': [60, 82], 'answer_start': None, 'answer_starts': [[4973, 56], [6978, 68]]}]",FALSE
